"x1y1","x2y1","x3y1","x4y1","x5y1","x6y1","x1y2","x2y2","x3y2","x4y2","x5y2","x6y2","x1y3","x2y3","x3y3","x4y3","x5y3","x6y3","x1y4","x2y4","x3y4","x4y4","x5y4","x6y4","x1y5","x2y5","x3y5","x4y5","x5y5","x6y5","x1y6","x2y6","x3y6","x4y6","x5y6","x6y6","y"
0,74,4,0,0,0,41,214,27,42,0,0,66,136,65,178,30,30,2,126,231,163,47,100,0,0,79,167,89,100,0,0,0,41,120,28,3
0,0,0,0,0,0,0,62,3,0,69,29,44,127,133,121,71,128,18,40,195,148,139,28,24,144,14,9,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,17,8,66,50,103,5,127,84,191,173,61,115,94,218,97,199,94,94,0,26,0,102,221,30,0,0,0,0,10,0,3
0,0,0,0,0,0,0,0,0,24,175,124,0,84,175,211,120,179,40,195,136,140,148,44,28,223,151,0,0,0,0,56,4,0,0,0,8
0,85,5,0,0,0,15,216,10,106,59,28,63,141,77,129,13,135,20,201,195,105,19,165,0,53,25,147,196,93,0,0,0,3,11,0,3
0,0,0,0,0,0,0,0,0,71,175,122,0,61,150,223,26,177,0,175,114,127,109,63,0,177,180,3,0,0,0,167,46,0,0,0,8
0,0,0,0,0,0,0,7,0,0,0,0,0,184,137,131,132,120,0,197,90,108,127,130,0,52,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,40,99,10,17,173,153,218,115,153,22,155,212,143,145,167,0,165,73,0,16,23,1,74,0,0,0,0,8
0,0,0,0,0,0,0,32,6,0,0,0,50,199,140,100,111,103,26,150,156,128,28,123,0,66,5,65,120,12,0,0,0,0,0,0,8
0,0,0,0,151,4,0,0,0,1,123,48,22,82,70,112,160,51,84,89,166,161,166,0,69,192,86,62,12,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,103,171,32,10,18,0,127,25,169,145,157,0,112,52,190,74,115,0,118,147,10,69,2,0,57,14,0,0,0,8
0,0,0,0,0,0,0,0,0,7,145,97,14,180,148,163,185,170,61,205,162,215,183,89,26,202,199,17,0,0,0,10,6,0,0,0,8
0,0,0,0,27,8,5,14,0,46,59,111,86,69,59,126,24,124,111,24,183,112,144,56,88,179,69,71,78,0,7,38,0,0,0,0,3
0,0,0,0,0,0,0,0,0,5,108,38,16,177,148,179,134,125,115,52,113,193,167,64,49,103,175,4,8,0,0,51,15,0,0,0,8
0,0,0,21,76,0,0,0,0,0,140,0,0,123,95,15,154,0,0,183,209,80,135,0,0,113,94,107,15,0,0,0,0,0,0,0,3
0,0,0,0,0,0,2,39,0,0,2,3,59,68,35,0,52,138,26,125,150,136,124,35,0,39,10,16,11,0,0,0,0,0,0,0,3
0,0,0,0,67,72,18,146,1,30,2,177,57,154,44,221,14,176,63,132,141,124,99,120,34,189,207,185,200,16,0,16,12,0,4,0,3
0,0,0,55,136,0,0,0,0,0,159,0,0,167,36,53,153,0,0,169,105,131,136,0,0,134,181,134,31,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,1,111,88,1,104,99,158,98,167,47,160,176,167,133,75,16,235,124,0,0,0,0,18,0,0,0,0,8
0,0,0,0,0,0,0,0,7,15,0,0,4,166,152,166,141,119,59,239,135,208,101,142,6,47,18,17,130,18,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,69,160,58,0,102,176,208,39,131,32,152,163,29,102,62,32,227,89,0,0,0,0,20,0,0,0,0,8
0,0,0,23,56,0,0,0,1,112,195,0,7,11,141,79,208,0,169,118,171,49,222,0,165,130,80,177,115,0,0,0,0,12,21,0,3
0,0,0,0,0,0,0,0,0,0,3,58,25,91,124,75,96,150,11,201,203,202,150,9,0,29,23,0,0,0,0,0,0,0,0,0,3
0,0,0,0,22,1,49,159,11,0,229,102,101,228,155,84,221,97,122,249,251,142,246,55,26,135,209,253,192,11,0,0,2,4,1,0,3
0,0,0,0,0,0,0,27,159,63,51,8,1,181,184,253,251,121,50,253,243,237,235,96,116,173,52,23,56,5,5,5,0,0,0,0,8
0,0,0,0,0,0,42,190,0,35,253,70,112,169,126,225,141,126,112,253,253,176,211,112,0,70,204,253,218,28,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,5,94,24,20,132,125,124,33,109,117,7,32,169,140,78,36,118,134,6,0,0,0,0,34,0,0,0,8
0,0,0,0,0,0,0,36,110,7,44,13,0,198,214,198,253,118,60,210,162,218,246,85,73,182,9,5,78,2,0,0,0,0,0,0,8
0,0,0,0,0,0,4,77,0,0,0,86,51,111,132,23,2,140,34,183,104,158,109,76,0,0,0,58,82,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,3,30,120,49,0,88,223,241,214,150,21,209,131,142,113,16,41,175,192,4,0,0,0,42,101,0,0,0,8
0,0,0,0,0,0,101,24,116,12,79,35,120,34,191,0,35,109,51,177,195,2,54,99,0,0,87,122,168,29,0,0,1,75,41,0,3
0,0,0,0,0,0,0,6,4,1,51,6,12,216,222,193,244,121,76,169,206,244,234,82,119,109,98,10,55,0,10,4,0,0,0,0,8
0,0,0,0,36,0,0,20,16,0,219,64,8,203,116,72,72,128,112,255,211,223,207,108,48,191,143,108,92,0,0,0,0,0,0,0,3
0,0,0,0,0,0,8,132,120,0,0,0,64,211,175,108,84,92,64,195,144,255,255,167,16,128,128,80,128,52,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,132,134,78,47,194,135,90,1,159,51,146,238,97,73,138,0,100,35,68,105,5,0,0,0,0,0,0,8
0,0,0,0,0,0,25,93,88,0,26,0,49,7,68,127,75,78,0,80,90,74,3,92,0,82,74,108,90,16,0,0,0,0,0,0,8
0,0,0,0,2,0,41,7,0,0,13,68,68,5,75,12,0,80,11,105,73,70,50,35,0,7,0,52,68,0,0,0,0,0,0,0,3
2,3,0,0,0,0,40,63,0,0,0,0,59,42,118,12,0,67,20,145,16,118,11,125,0,0,0,18,118,32,0,0,0,0,0,0,3
0,0,0,0,0,0,0,71,100,7,14,2,10,200,134,224,245,111,101,142,159,118,244,91,116,144,2,3,119,4,1,1,0,0,0,0,8
0,0,0,0,0,0,0,0,0,4,103,0,2,110,119,125,78,38,54,29,124,117,142,22,44,109,18,0,6,0,0,0,0,0,0,0,8
0,0,0,0,0,0,15,164,0,0,151,54,54,181,143,60,55,149,36,247,253,76,48,184,0,35,72,225,232,69,0,0,0,0,0,0,3
0,0,0,0,0,0,32,100,20,52,191,8,100,136,144,156,124,104,60,187,219,120,179,92,0,104,112,191,131,0,0,0,0,0,0,0,3
0,0,0,0,0,0,5,94,0,0,42,123,35,107,97,50,1,150,48,92,162,159,110,71,17,184,38,31,59,0,0,0,0,0,0,0,3
0,0,0,0,9,21,15,195,33,136,87,126,122,196,105,248,16,115,96,171,186,188,42,117,21,218,159,219,243,109,0,0,0,0,9,0,3
18,9,0,0,0,0,109,95,134,0,11,83,78,242,230,0,54,126,7,109,135,112,191,105,0,0,47,241,182,12,0,0,0,23,9,0,3
0,0,0,13,49,0,20,16,13,8,186,76,108,86,215,9,73,127,107,232,245,110,228,77,1,51,87,168,84,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,51,96,118,0,37,152,19,157,174,41,118,79,0,0,19,111,51,0,0,0,0,0,0,0,3
0,0,0,1,1,0,0,67,96,209,155,45,46,139,194,99,27,93,107,42,188,19,0,85,17,94,128,51,99,68,0,0,1,80,70,0,8
0,0,0,0,6,4,20,12,20,108,52,118,80,133,123,160,0,71,114,206,231,227,156,124,22,139,56,56,144,37,0,0,0,0,0,0,3
0,0,0,0,0,0,26,85,7,11,107,66,55,186,107,130,45,151,23,204,197,118,101,165,0,80,98,186,168,27,0,0,0,0,0,0,3
0,0,0,0,10,0,9,161,30,2,168,0,101,94,172,11,82,73,52,192,214,22,35,117,0,33,36,153,103,83,0,0,0,40,111,5,3
0,0,0,0,0,0,0,0,0,0,0,0,6,169,173,120,207,107,94,111,215,213,208,95,2,76,52,0,32,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,53,124,11,13,0,3,141,44,207,153,120,58,115,109,147,117,132,11,95,64,0,46,26,0,0,0,0,0,0,8
0,0,0,0,0,0,0,24,159,138,2,0,2,196,177,211,186,86,71,249,231,217,225,127,40,34,3,52,178,52,0,0,0,0,0,0,8
0,137,0,0,0,0,42,209,95,48,8,9,53,189,227,50,94,124,10,175,228,33,70,157,0,0,81,226,220,103,0,0,0,27,54,3,3
0,0,0,0,51,11,5,95,57,15,85,131,39,169,203,89,40,181,34,230,236,115,211,64,0,102,95,171,76,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,142,219,103,0,0,0,199,10,166,125,111,0,225,117,220,234,243,0,242,103,20,77,118,0,64,9,0,0,0,8
0,0,0,0,0,0,0,29,84,11,0,0,0,178,197,221,229,163,31,243,215,181,220,151,33,83,0,2,56,12,0,0,0,0,0,0,8
0,0,0,0,0,0,0,39,153,57,0,0,0,163,84,184,118,77,15,207,96,224,252,154,43,200,33,10,116,45,0,5,0,0,0,0,8
0,0,0,0,0,0,0,46,119,34,103,18,13,194,127,216,71,143,23,58,157,150,171,141,0,74,122,0,4,0,9,176,8,0,0,0,8
0,0,0,0,108,44,0,0,0,21,55,114,0,57,7,200,43,12,74,243,101,244,179,108,73,146,167,40,70,28,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,34,130,216,123,0,111,234,246,121,179,59,240,246,229,216,68,48,229,216,129,103,0,0,51,13,0,0,0,8
0,0,0,0,0,0,12,89,24,43,12,10,26,99,177,65,36,160,39,197,142,83,51,146,0,0,8,146,142,12,0,0,0,0,0,0,3
0,0,0,0,0,0,0,124,163,22,17,6,1,191,71,224,216,171,29,238,175,111,198,128,60,118,0,0,0,0,11,14,5,76,31,32,8
0,0,38,39,0,0,0,116,126,199,162,8,41,118,27,160,85,44,21,138,110,74,103,17,0,142,171,5,117,0,0,12,66,136,35,0,8
0,0,0,27,34,0,0,0,0,2,150,0,88,48,92,1,121,42,132,24,192,82,173,43,29,94,22,60,36,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,18,195,157,103,146,67,41,186,145,189,92,165,0,10,2,30,91,17,0,0,0,0,0,0,8
0,0,0,0,1,43,0,0,0,0,118,66,69,110,12,39,192,51,62,128,105,180,35,0,0,104,153,69,0,0,0,2,5,0,0,0,8
0,0,0,0,0,1,0,8,115,6,0,72,0,140,89,120,93,73,29,181,65,190,200,122,18,175,136,8,1,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,5,122,114,0,146,190,201,252,93,44,228,169,124,72,0,13,123,186,0,0,0,0,111,39,0,0,0,8
0,0,0,0,2,0,61,15,23,0,181,7,160,124,146,0,125,64,54,112,196,5,156,28,0,0,87,198,130,0,0,0,0,2,0,0,3
0,0,0,0,17,16,0,0,7,50,180,37,0,44,158,196,61,0,0,92,71,130,0,0,0,15,168,13,0,0,0,101,32,0,0,0,8
0,0,0,0,0,0,0,12,9,0,0,0,16,112,32,44,34,87,41,113,73,99,96,96,0,0,0,0,5,0,0,0,0,0,0,0,3
0,0,0,0,0,5,0,0,18,0,3,135,0,89,188,119,60,189,0,225,135,190,146,69,0,214,171,7,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,6,41,26,7,31,42,79,77,155,28,5,112,68,140,78,94,53,68,0,0,0,110,139,4,0,0,0,0,0,0,3
0,92,0,0,0,0,0,207,4,67,2,7,0,179,94,147,0,158,0,204,218,133,2,199,0,121,21,141,171,141,0,0,0,0,11,0,3
0,0,0,0,12,5,0,0,8,31,180,17,0,38,166,211,138,7,0,161,28,187,1,0,8,105,68,105,0,0,0,0,83,5,0,0,8
0,0,0,0,0,0,0,0,0,0,24,28,0,100,99,99,97,116,46,93,107,127,119,63,8,113,70,0,0,0,0,0,0,0,0,0,8
0,0,72,12,0,12,0,28,163,0,0,80,0,148,80,52,112,215,0,187,52,223,80,12,0,167,187,116,0,0,0,48,108,0,0,0,3
0,0,0,0,0,0,0,0,0,0,28,1,24,178,49,111,198,58,149,115,123,223,171,24,7,11,0,21,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,54,15,0,0,0,30,187,189,110,125,46,5,195,170,191,109,143,0,0,0,24,60,5,0,0,0,0,0,0,8
0,0,0,0,0,0,0,92,81,47,153,100,32,203,165,248,202,145,41,194,205,109,145,15,0,77,170,0,0,0,0,139,52,0,0,0,8
0,0,0,0,0,0,0,0,0,7,157,114,0,1,54,164,177,20,0,132,125,129,8,0,0,73,143,2,0,0,0,128,30,0,0,0,8
19,24,0,0,0,0,112,28,40,34,99,2,119,27,180,25,84,87,20,162,191,22,28,127,0,0,40,150,141,73,0,0,0,41,63,0,3
0,0,0,0,0,0,0,0,0,51,209,27,0,2,67,181,147,0,0,94,186,110,7,0,0,110,73,0,0,0,0,99,0,0,0,0,8
0,0,0,0,0,0,0,0,0,96,130,0,0,0,42,183,52,0,0,25,175,30,0,0,0,25,104,0,0,0,0,111,10,0,0,0,8
0,11,0,0,0,0,3,176,24,0,84,35,46,151,43,0,2,154,48,210,135,8,85,123,0,2,69,153,89,2,0,0,0,0,0,0,3
0,0,0,0,0,0,0,10,90,51,92,12,5,174,218,253,223,135,53,199,219,89,220,178,10,193,65,0,28,51,0,0,0,0,0,0,8
0,0,0,0,0,25,0,0,0,0,3,183,0,74,32,156,149,78,0,141,150,46,39,0,0,210,55,0,0,0,0,11,0,0,0,0,3
0,0,0,0,0,66,0,115,5,42,10,142,9,171,5,211,179,128,53,112,100,141,89,1,49,200,177,6,0,0,0,44,1,0,0,0,3
0,0,0,0,13,33,0,0,3,0,31,175,0,88,19,80,120,111,4,146,157,154,100,1,51,209,72,0,0,0,1,19,0,0,0,0,3
0,0,0,0,0,0,0,18,9,64,81,7,54,177,220,102,76,98,79,166,226,6,53,88,0,36,62,155,158,11,0,0,0,0,0,0,8
0,0,0,0,0,0,0,42,124,14,157,86,0,158,97,193,64,138,7,177,10,226,87,145,52,174,162,36,60,23,14,81,28,0,0,0,8
0,0,0,0,0,0,0,0,0,10,170,91,0,22,81,193,164,14,1,140,145,114,0,0,0,99,125,0,0,0,62,120,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,39,43,137,4,90,62,98,162,66,151,185,44,0,0,0,20,14,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,22,100,0,71,53,136,43,143,136,130,150,73,0,41,13,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,27,26,58,61,27,151,127,170,101,149,61,227,199,222,219,80,2,79,71,3,4,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,48,0,0,0,133,0,131,4,131,58,154,25,98,136,131,168,27,35,168,39,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,3,11,8,25,11,91,56,83,60,51,97,72,148,151,150,79,93,0,8,5,18,49,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,77,3,1,1,0,33,110,160,39,38,102,23,143,144,58,59,139,0,0,5,61,69,7,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,4,0,67,14,0,9,194,0,107,47,27,86,134,2,154,7,31,53,25,114,37,0,0,0,0,0,0,0,3
0,0,0,0,0,0,36,107,20,19,10,83,63,143,112,169,18,182,59,171,183,209,202,96,11,158,51,19,50,0,0,0,0,0,0,0,3
0,0,0,0,3,7,0,9,129,14,30,196,0,135,151,6,49,198,0,204,109,190,187,37,0,189,192,14,0,0,0,48,37,0,0,0,3
0,0,0,0,7,0,0,16,0,17,157,44,12,178,171,17,70,111,97,226,164,40,115,70,4,8,22,144,149,4,0,0,0,0,0,0,3
4,111,1,0,0,0,45,210,146,49,0,0,56,199,232,112,187,65,13,213,228,137,118,179,0,1,36,230,211,83,0,0,0,51,74,0,3
0,0,0,0,1,19,0,0,0,4,172,119,0,29,54,151,217,19,29,174,136,170,15,0,98,46,177,7,0,0,1,43,66,0,0,0,8
0,0,0,0,0,71,0,0,51,0,0,165,0,87,79,52,81,118,0,166,63,148,85,0,0,163,167,4,0,0,0,65,8,0,0,0,3
0,0,0,0,24,0,0,0,0,30,197,0,0,0,35,171,79,0,0,77,159,75,0,0,0,100,119,0,0,0,0,80,13,0,0,0,8
0,0,0,0,0,0,0,0,22,0,0,130,0,52,149,162,91,146,0,162,170,24,97,16,0,186,28,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,4,0,0,0,1,60,101,1,118,72,29,104,93,136,32,89,155,21,9,11,0,0,0,0,0,0,0,0,0,0,3
0,10,0,0,0,0,19,150,0,0,0,0,55,145,172,42,0,40,20,123,54,137,10,158,0,0,0,151,189,57,0,0,0,2,3,0,3
37,0,0,0,0,0,85,13,0,5,8,0,19,83,25,134,21,32,0,77,90,70,10,59,0,0,0,9,111,69,0,0,0,0,5,0,3
0,21,0,0,0,0,45,91,0,0,0,0,59,73,96,0,13,95,5,139,126,67,9,131,0,0,0,87,131,37,0,0,0,0,0,0,3
0,0,0,0,25,16,0,0,0,4,213,56,0,0,127,187,125,0,0,98,79,150,0,0,0,82,162,23,0,0,0,64,63,0,0,0,8
0,8,2,0,0,0,8,172,123,0,0,0,57,92,157,54,35,1,7,46,158,218,235,152,0,0,0,48,120,65,0,0,0,0,0,0,8
0,0,0,0,1,5,0,0,0,0,17,167,0,143,7,19,61,147,29,149,147,154,177,21,50,207,45,0,1,0,0,2,0,0,0,0,3
0,0,0,0,0,0,20,112,14,9,12,71,61,109,154,55,8,170,49,220,156,126,69,144,0,14,0,104,133,8,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,44,85,5,9,138,153,224,148,148,34,105,114,76,60,39,0,58,155,0,0,0,0,64,7,0,0,0,8
0,0,0,0,0,0,2,116,112,2,0,0,35,161,66,92,0,0,0,73,109,173,105,64,0,0,0,42,117,128,0,0,0,0,0,0,8
0,0,0,0,0,0,0,13,54,4,0,0,0,175,95,189,86,143,0,194,5,165,148,78,0,79,121,29,0,0,0,0,0,0,0,0,8
27,48,0,0,0,0,64,121,2,2,17,130,64,98,101,87,0,180,57,168,226,54,60,149,5,102,82,180,153,21,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,74,58,122,94,0,144,192,235,48,162,0,238,145,89,167,79,0,177,132,0,0,0,0,89,8,0,0,0,8
0,0,0,0,0,0,0,0,0,85,117,29,13,123,154,202,115,160,54,113,139,57,60,16,0,80,136,0,0,0,0,60,9,0,0,0,8
0,0,0,0,0,0,1,64,2,18,87,49,55,82,66,74,1,143,40,130,157,117,51,100,0,25,12,56,82,0,0,0,0,0,0,0,3
2,44,0,0,0,0,43,120,16,7,26,32,63,90,141,43,43,130,37,199,232,44,62,153,0,49,28,155,156,16,0,0,0,0,0,0,3
32,52,0,0,6,0,80,119,64,27,150,49,58,168,231,31,116,80,9,159,224,24,116,80,0,0,131,123,200,14,0,0,8,123,47,0,3
11,12,2,0,0,8,98,36,151,34,21,107,126,47,231,65,39,126,81,192,170,146,115,95,3,65,7,181,191,19,0,0,0,4,0,0,3
0,0,0,0,0,0,0,0,0,57,108,14,0,70,113,214,110,156,45,101,148,60,86,34,2,79,129,0,0,0,0,101,22,0,0,0,8
0,0,0,0,0,0,0,0,0,22,45,1,0,52,74,182,100,127,52,161,182,89,89,53,1,111,55,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,35,34,0,0,41,20,103,50,96,18,93,100,70,179,207,134,136,79,0,20,0,64,78,0,0,0,0,0,0,0,3
0,128,13,0,0,0,0,210,29,48,0,0,0,172,211,148,0,52,0,27,183,167,0,131,0,0,1,163,184,165,0,0,0,5,50,6,3
0,1,0,0,25,1,3,114,0,0,47,103,48,87,42,68,0,143,56,93,149,115,55,132,2,136,97,77,101,11,0,0,0,0,0,0,3
0,0,0,0,0,0,14,42,0,0,28,96,44,93,104,43,1,145,63,129,132,156,69,99,14,110,5,66,143,4,0,0,0,0,0,0,3
0,0,0,0,0,0,8,0,50,0,99,18,148,34,167,0,105,60,94,135,105,54,137,33,0,0,11,140,101,0,0,0,0,0,0,0,3
0,0,0,0,1,1,18,121,0,0,6,89,61,116,85,63,2,141,24,169,154,122,113,73,0,25,19,84,65,0,0,0,0,0,0,0,3
0,0,0,0,17,2,0,0,0,79,191,63,7,60,1,151,133,12,140,37,135,188,47,0,26,156,153,26,0,0,0,12,8,0,0,0,8
0,0,0,0,0,0,22,189,109,0,48,5,32,102,107,146,152,105,35,112,57,221,11,129,0,109,114,40,143,108,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,62,47,6,97,107,149,116,142,48,63,140,93,70,16,7,116,58,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,2,86,41,0,0,0,55,44,49,106,89,44,38,46,88,97,22,83,0,80,22,0,92,90,0,0,0,0,0,1,8
0,15,0,0,0,18,0,206,25,82,0,162,0,214,120,121,0,150,0,160,183,117,16,151,0,192,72,157,183,42,0,1,0,2,3,0,3
0,0,0,0,0,0,0,0,0,0,0,0,27,131,137,146,160,79,121,112,178,124,140,101,6,41,61,0,0,0,0,0,0,0,0,0,8
10,27,0,0,0,1,40,96,0,0,54,129,40,83,100,0,0,148,28,162,229,27,28,140,0,73,28,151,152,16,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,59,107,45,14,119,126,185,62,140,56,54,131,70,63,24,3,119,108,0,0,0,0,8,0,0,0,0,8
0,0,0,0,0,0,0,71,0,0,18,28,33,111,66,78,19,144,59,158,204,62,104,100,3,47,12,104,60,0,0,0,0,0,0,0,3
0,0,0,0,1,22,104,6,0,0,38,113,117,26,148,6,37,125,97,163,224,14,106,60,8,45,33,153,132,1,0,0,0,0,0,0,3
0,5,0,0,0,0,0,132,0,0,0,8,0,146,103,0,0,92,0,53,98,34,1,88,0,0,5,129,96,23,0,0,0,0,0,0,3
0,0,0,0,0,0,0,27,6,0,8,0,45,216,196,181,166,157,46,161,221,189,111,114,0,78,64,7,29,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,74,5,57,0,0,25,250,202,248,50,152,41,253,231,216,173,148,1,93,30,10,54,7,0,0,0,0,0,0,3
0,0,0,0,0,0,0,6,39,0,0,0,1,134,127,132,175,117,45,132,105,163,130,124,16,112,70,0,6,17,0,0,0,0,0,0,8
0,0,0,0,0,0,28,7,0,0,59,32,119,68,144,0,47,109,31,165,91,72,173,51,0,0,1,135,54,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,20,6,91,11,4,172,202,194,167,120,74,125,175,154,123,72,84,187,50,116,128,2,0,0,0,0,0,0,8
0,0,0,0,0,0,0,1,0,0,29,92,13,176,32,134,14,95,45,137,133,148,124,60,0,22,8,0,13,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,1,143,170,154,147,88,37,173,150,105,131,118,0,87,31,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,112,52,0,12,28,60,120,72,116,12,147,32,160,140,100,4,116,0,16,0,72,116,16,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,18,9,0,117,152,166,153,152,27,121,181,133,125,13,21,151,107,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,16,16,76,35,0,72,147,170,119,102,13,171,34,95,58,82,62,105,123,2,0,0,8,66,2,0,0,0,8
0,0,0,0,0,0,0,3,46,0,66,43,0,126,110,153,103,93,39,150,81,103,83,77,19,109,86,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,33,11,0,6,0,0,105,122,27,97,72,6,69,37,162,110,103,15,84,51,0,0,0,4,18,0,0,0,0,8
0,3,0,0,0,0,0,190,0,0,122,88,15,159,84,14,37,177,60,161,232,71,100,92,29,153,40,195,162,4,0,0,0,3,1,0,3
0,0,0,0,0,0,0,5,4,43,0,40,0,172,33,132,0,106,0,188,133,111,108,67,0,38,29,0,0,0,0,0,0,0,0,0,3
0,0,0,0,5,23,0,0,0,0,0,81,78,2,112,91,0,94,69,85,44,66,60,39,16,67,0,66,103,0,0,0,0,0,0,0,3
0,0,13,1,0,0,0,129,109,83,77,36,37,197,40,174,52,128,1,110,73,47,2,115,0,112,160,11,93,30,0,0,7,94,46,0,8
0,0,0,0,72,24,0,0,0,0,28,135,0,138,37,32,0,102,47,157,119,100,116,46,22,130,71,79,24,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,20,127,112,90,29,9,234,121,218,246,185,51,195,89,162,239,174,10,243,163,4,130,43,0,109,24,0,0,0,8
0,0,0,0,0,0,0,0,0,0,52,51,0,20,134,127,103,109,5,152,74,132,95,65,41,165,76,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,5,85,68,77,55,22,30,103,61,61,75,96,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,2,1,114,68,0,67,125,160,53,92,0,130,19,119,92,56,0,166,126,5,0,0,0,37,4,0,0,0,8
0,23,0,50,128,7,19,156,0,89,63,93,63,111,20,46,4,152,60,102,162,134,4,162,23,202,95,146,171,105,0,0,0,0,18,0,3
0,0,0,0,0,0,0,58,6,0,0,0,30,89,125,87,91,61,12,163,69,100,0,109,17,33,0,39,126,66,0,0,0,0,0,0,8
0,0,48,6,0,0,0,0,152,47,21,61,14,11,113,51,11,105,89,3,127,128,148,37,59,133,85,45,36,0,0,0,0,0,0,0,3
0,66,0,0,0,0,0,113,0,11,51,35,25,82,20,110,0,99,64,44,137,105,5,110,16,108,21,60,115,23,0,0,0,0,0,0,3
0,0,0,0,0,0,36,88,8,0,25,54,88,22,155,8,0,82,23,119,128,0,1,95,0,0,44,98,113,59,0,0,0,10,22,0,3
0,0,0,0,0,0,0,83,0,0,0,0,0,231,108,4,8,173,0,158,147,136,178,93,0,0,0,69,25,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,1,3,0,55,124,87,135,106,26,161,100,121,112,82,5,90,16,0,0,0,0,0,0,0,0,0,8
0,0,0,56,120,2,0,66,8,0,42,84,18,97,0,0,0,105,96,9,0,115,16,99,56,123,115,126,108,12,0,0,0,0,0,0,3
0,0,7,0,0,0,0,82,127,0,33,1,6,105,92,65,107,78,39,72,48,140,0,74,0,30,88,70,100,69,0,0,37,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,77,158,142,109,101,29,167,113,55,108,91,13,77,8,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,100,154,109,126,71,84,193,114,141,72,90,1,1,0,2,67,14,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,72,55,0,0,0,63,101,82,85,123,3,120,28,53,128,12,12,97,119,42,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,100,45,30,0,0,0,66,123,51,0,39,0,87,99,72,0,116,0,0,0,51,89,57,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,114,56,106,84,147,106,101,109,84,150,223,190,205,15,5,147,79,79,28,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,16,2,65,150,98,152,163,96,89,35,150,166,161,31,0,33,57,1,7,0,0,3,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,25,126,106,97,80,12,165,122,113,46,73,26,34,5,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,46,98,0,49,30,29,178,93,127,150,144,28,152,128,142,72,131,0,102,142,122,131,6,0,0,0,0,0,0,8
0,0,0,0,0,6,0,0,0,0,0,90,27,100,33,61,0,82,12,98,116,94,60,63,0,94,21,42,62,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,1,0,0,0,5,0,180,0,107,0,86,0,156,117,112,89,68,0,14,6,0,0,0,0,0,0,0,0,0,3
